Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
60473,Pasta Pastel Italia Dial 500G,7.11,14.02,6.91,23.0,43.01,163.55,322.44,158.89,3,2025
54996,Pasta Pastel Italy 500G Medium,7.11,13.99,6.88,14.0,42.89,99.55,195.86,96.31,3,2025
6284,Pastel Mass Jk 500G Large,6.47,13.99,7.52,55.0,42.89,355.96,769.45,413.49,3,2025
6285,Pastel Pastel Jk 500G Discation,6.47,13.99,7.52,61.0,42.88,394.79,853.26,458.47,3,2025
30868,Pastel Mass Jk Roll 500G,6.47,13.99,7.52,27.0,42.89,174.75,377.73,202.98,3,2025
24562,Kg Kg Mass,9.0,19.99,10.99,27.5,54.98,247.54,549.78,302.24,3,2025
31571,Maxixe In Bulk Kg,5.56,8.97,3.41,75.58,38.04,420.18,678.11,257.93,3,2025
77432,Maxixe Packed Kg,5.44,10.84,5.4,25.74,49.77,140.14,279.0,138.86,3,2025
41156,Half Wing Tulip Of Congenia Chicken Sadia Iqf,18.48,31.37,12.9,16.0,33.06,295.6,501.84,206.24,3,2025
75434,Middle Wing In Bulk Tray Kg,14.96,32.99,18.03,39.28,48.48,587.56,1295.86,708.3,3,2025
70180,Middle Wing Kg,14.96,21.08,6.12,268.65,19.38,4018.67,5664.33,1645.66,3,2025
77572,Middle Of Wing The Seasoned Tray Kg,14.96,33.99,19.03,22.55,49.99,337.34,766.51,429.17,3,2025
79694,Middle Of The Asa Conga Qualitti Iqf 1Kg,16.54,28.99,12.45,5.0,35.15,82.72,144.95,62.23,3,2025
24528,Watermelon In Bulk Kg,2.44,2.98,0.54,4285.05,17.95,10471.87,12762.67,2290.8,3,2025
63613,Watermelon Packed Kg,2.46,5.08,2.62,228.66,51.6,562.06,1161.38,599.32,3,2025
24532,Yellow Melao In Bulk Kg,3.89,6.5,2.61,997.31,40.12,3884.23,6486.61,2602.38,3,2025
63612,Melao Yellow Packed Kg,3.72,7.11,3.39,16.6,47.7,61.76,118.1,56.34,3,2025
1391,Melao Sapo Skin In Bulk Kg,2.65,4.99,2.34,9.78,46.84,25.96,48.83,22.87,3,2025
54383,Green Corn Tray (5X1),3.33,4.68,1.35,1373.0,28.93,4571.0,6432.03,1861.03,3,2025
54166,275G Mini Chicken Chicken,4.86,9.05,4.19,6.0,33.48,29.15,54.27,25.12,3,2025
67852,Mini Chicken Loss Trad 1Kg,12.59,24.99,12.4,28.0,32.65,352.5,699.72,347.22,3,2025
53515,Mini Chicken Loss Trad 275G,4.86,8.99,4.13,7.0,33.07,34.01,62.93,28.92,3,2025
81500,Mini Sadia Lasagna 4 Cheeses 350G,6.99,12.49,5.5,3.0,37.14,20.96,37.47,16.51,3,2025
81499,Sadia Bolonhessa 350G Mini Lasagna,6.36,12.49,6.13,8.0,37.14,50.87,99.92,49.05,3,2025
62708,Mixture Curd Starchy Cheddar Piraca,9.34,17.99,8.65,13.0,42.3,121.45,233.87,112.42,3,2025
38079,Mexchange Covie,9.18,17.99,8.81,6.0,43.3,55.08,107.94,52.86,3,2025
52350,Mexchange C/Frrutap Stamp 175G,2.82,4.58,1.76,888.0,30.12,2500.61,4066.39,1565.78,3,2025
72637,Mix Fruits Santa Clara Kg,5.99,13.98,7.99,3.16,57.15,18.94,44.2,25.26,3,2025
39638,Mix Vegetables Santa Clara Kg,5.99,13.99,8.0,89.26,57.18,534.69,1248.8,714.11,3,2025
77080,Mixer Inga 21Cm,7.43,23.99,16.56,1.0,61.65,7.43,23.99,16.56,3,2025
24544,Mixicro/Tangerina In Bulk Kg,4.46,7.86,3.4,821.52,43.27,3663.05,6457.21,2794.16,3,2025
24615,Kg Cattle,4.4,8.47,4.07,756.71,40.95,3329.53,6407.62,3078.09,3,2025
41543,Sliced ​​Mocoto Tray Kg,4.4,10.98,6.58,39.96,54.48,175.82,438.91,263.09,3,2025
24815,Sliced ​​Mocoto Vacuo Kg,4.4,10.99,6.59,26.02,54.5,114.47,285.91,171.44,3,2025
24566,Kg Tray Stick Blame,4.5,10.99,6.49,3.38,22.75,15.23,37.19,21.96,3,2025
82650,1Kg Chicken Glow,8.01,14.99,6.98,13.0,39.29,104.1,194.87,90.77,3,2025
71604,Qualitti Band 1Kg Chicken Vot,8.27,14.99,6.72,15.0,37.29,124.08,224.85,100.77,3,2025
35201,Super Chicken Black Stick Black,8.36,16.01,7.65,62.0,40.68,518.2,992.74,474.54,3,2025
24529,Strawberry Tray 250G,8.18,12.16,3.98,376.0,32.74,3075.5,4572.55,1497.05,3,2025
82683,Strawberry Congpres 1.02Kg,15.5,26.99,11.49,12.0,42.57,186.0,323.88,137.88,3,2025
77246,Bologna Boua Traditional 1Kg,7.72,16.99,9.27,2.0,38.18,15.44,33.98,18.54,3,2025
76977,Bologna Boua Traditional 400G,3.68,8.99,5.31,5.0,44.37,18.39,44.95,26.56,3,2025
34853,Bologna Confiança 400G,3.22,8.03,4.8,14.0,45.38,45.15,112.48,67.33,3,2025
35427,Bologna Confidence Suina Mini 1Kg,6.89,16.99,10.1,11.0,44.85,75.77,186.89,111.12,3,2025
24618,Morte Bol Gold Sliced ​​Kg,15.08,35.0,19.92,220.57,41.4,3325.42,7719.73,4394.31,3,2025
44297,Morte Bol Gold Loss Pc/Kg,15.08,29.89,14.81,14.15,31.38,213.27,422.83,209.56,3,2025
74673,Morte Bol Gold Loss Tip Kg,15.08,26.99,11.91,19.0,24.01,286.43,512.73,226.3,3,2025
33199,Bologna Def Seara Gourmet Fat Kg,13.45,32.99,19.54,13.28,44.53,178.64,438.11,259.47,3,2025
44725,Bologna Def Seara Gourmet Peca/Pedaco Kg,13.44,23.99,10.55,4.88,23.8,65.51,116.95,51.44,3,2025
60926,Bologna Frico Def Bolongna 700G,13.15,32.99,19.84,6.0,45.77,78.91,197.94,119.03,3,2025
37285,Bologna Chicken Chicken 400G,2.71,6.99,4.28,87.0,47.35,235.34,608.13,372.79,3,2025
47499,Bologna Frrico Sliced ​​Chicken Kg,5.14,13.98,8.84,65.81,50.02,338.13,920.3,582.17,3,2025
74644,Bologna Cold Chicken Pedaco Kg,5.14,10.49,5.35,4.56,33.36,23.42,47.81,24.39,3,2025
74679,Bologna Frrico Chicken Ponta Kg,5.14,10.99,5.85,2.3,36.37,11.83,25.29,13.46,3,2025
36188,Bologna Frrico Mini Trad 400G,2.7,6.99,4.28,112.0,47.35,302.96,782.86,479.9,3,2025
37286,Bologna Frrico Swine Sliced ​​Kg,5.14,14.0,8.86,47.39,50.07,243.51,663.47,419.96,3,2025
74643,Bologna Frrico Swine Pedaco Kg,5.14,10.49,5.35,2.59,33.36,13.32,27.19,13.87,3,2025
74678,Bologna Frrico Swrite Ponta Kg,5.14,10.99,5.85,2.29,36.39,11.75,25.12,13.37,3,2025
47395,Bologna Perdigation Mini Frg 400G,3.2,7.99,4.79,12.0,46.43,38.37,95.88,57.51,3,2025
36202,Morter Mixed Morte 1Kg,6.74,15.99,9.25,17.0,42.65,114.58,271.83,157.25,3,2025
46379,Bologna Mixed Perdigation 400G,3.15,7.99,4.84,6.0,46.43,18.88,47.94,29.06,3,2025
46488,Bologna Mixed Perdigation S/Touc 400G,3.15,7.99,4.84,29.0,46.43,91.23,231.71,140.48,3,2025
75935,Bologna Sadia Sliced ​​Sliced ​​Vacuo 180G,3.23,6.6,3.37,275.0,33.35,889.54,1815.75,926.21,3,2025
48086,Bologna Sadia Frg 400G,3.65,7.99,4.34,5.0,40.28,18.23,39.95,21.72,3,2025
11332,Bologna Sadia Tube 1Kg,7.52,17.99,10.47,10.0,43.14,75.2,179.9,104.7,3,2025
75733,Traditional Bologna Frrico 1Kg,6.06,14.99,8.93,151.0,44.96,915.7,2263.49,1347.79,3,2025
47498,Bologna Tube Chick Chicken Unit 2.5Kg,12.85,29.99,17.14,27.0,41.73,346.82,809.73,462.91,3,2025
29922,Bologna Frrico Swiss Tube Unit 2.5Kg,12.85,29.99,17.14,35.0,41.73,449.58,1049.65,600.07,3,2025
78936,Mortadela Chicken Super Chicken 400G,3.5,8.99,5.49,14.0,46.98,49.06,125.86,76.8,3,2025
60489,Mousse F. Own Passion Fruit Kg,9.3,39.92,30.62,3.35,76.7,31.16,133.72,102.56,3,2025
24792,Mousse F.Propria Strawberry Kg,9.38,39.91,30.53,0.91,76.5,8.5,36.16,27.66,3,2025
55365,Mult-Use Veja Campestre 10%Desi 500Ml,2.59,5.14,2.55,66.0,31.48,170.91,339.34,168.43,3,2025
1152,Mult-Use Veja Floral 500Ml,2.58,4.99,2.41,66.0,29.66,170.28,329.34,159.06,3,2025
55366,Mult-Use Veja Lavand 500Ml 10%Des,2.58,4.99,2.41,46.0,29.65,118.68,229.51,110.83,3,2025
44201,Mult-Uuse Veja Orig Pg450 Lv500Ml,2.73,5.36,2.63,83.0,37.0,226.26,444.67,218.41,3,2025
1153,Mult-Use Veja Original 500Ml,2.46,5.39,2.93,128.0,37.87,315.26,690.22,374.96,3,2025
11370,Multi Use Ype Antibact 500Ml,2.52,5.49,2.97,2.0,38.31,5.04,10.98,5.94,3,2025
23090,Multi Use Ype With Alcohol 500Ml,2.29,5.49,3.2,3.0,43.9,6.87,16.47,9.6,3,2025
12096,Multi Use Ype Class 500Ml 2 In 1,2.06,5.49,3.43,11.0,49.49,22.68,60.39,37.71,3,2025
75958,Multi Use Ype Green 500Ml,2.48,5.49,3.01,1.0,39.36,2.48,5.49,3.01,3,2025
75267,Multi Use Ype Odor 500Ml,2.06,5.49,3.42,2.0,49.49,4.13,10.98,6.85,3,2025
15176,Multi Use Ype Rip Up Manc500Ml,2.29,5.49,3.2,5.0,43.9,11.45,27.45,16.0,3,2025
11800,Multipurpose All Citronella 3Em1 500Ml,1.45,3.24,1.79,8.0,50.74,11.62,25.92,14.3,3,2025
74786,Multipurpose Tudo Floral 500Ml,1.45,3.3,1.85,16.0,51.67,23.25,52.84,29.59,3,2025
66296,Multipurpose Tudo Lavender 2Em1 500Ml,1.93,3.38,1.45,58.0,43.01,111.71,196.02,84.31,3,2025
5610,Multipurpose Tudo Lemon Campestre 2Em1 500,1.45,3.35,1.9,7.0,52.32,10.17,23.43,13.26,3,2025
5608,Multipurpose Tudo Traditional 500Ml,1.93,4.27,2.34,51.0,54.86,98.23,217.61,119.38,3,2025
81716,Multipurpose Veja From Jojo Roxo 500Ml,4.64,8.99,4.35,3.0,36.71,13.91,26.97,13.06,3,2025
81717,Multipurpose Veja From Jojo Red 500Ml,4.64,8.99,4.35,4.0,36.71,18.55,35.96,17.41,3,2025
81715,Multipurpose Veja Power Fusion Coconut 500Ml,4.72,8.99,4.27,7.0,35.6,33.03,62.93,29.9,3,2025
61901,Multipurpose Veja Power Fusion Orange 500M,4.64,8.69,4.05,6.0,34.52,27.83,52.14,24.31,3,2025
61900,Multipurpose Veja Power Fusion Lemon 500Ml,4.54,8.99,4.45,4.0,36.48,18.17,35.96,17.79,3,2025
80280,Naftaline Aromasil 25G,1.61,3.99,2.38,12.0,49.47,19.32,47.88,28.56,3,2025
5648,Naftaline Politizer 50G,1.9,3.99,2.09,55.0,41.1,104.39,219.45,115.06,3,2025
63319,Nectar Del Valle Fruti Uva Pete 200Ml,1.01,1.99,0.98,5.0,31.66,5.03,9.95,4.92,3,2025
78762,Nectar Del Valle Goiaba Lata 290Ml,2.26,4.29,2.03,1.0,28.44,2.26,4.29,2.03,3,2025
78761,Nectar Del Valle Passionja Lata 290Ml,2.0,4.29,2.29,3.0,36.52,6.01,12.87,6.86,3,2025
24531,Nectarina In Bulk Kg,11.69,17.95,6.26,20.24,34.87,236.65,363.36,126.71,3,2025
44669,Nectarine Tray Kg,11.93,23.9,11.97,1.86,50.07,22.24,44.55,22.31,3,2025
80250,Neutral Odors Pink Pink Aromasil 3,9.87,24.99,15.12,1.0,51.13,9.87,24.99,15.12,3,2025
44347,Ninho Sol Strawberry 170G,2.63,4.69,2.06,5.0,36.94,13.16,23.45,10.29,3,2025
1198,Nugget Liquido White 60Ml,8.78,16.99,8.21,1.0,29.66,8.78,16.99,8.21,3,2025
1197,Nugget Liquido Colorless 60Ml,9.8,16.99,7.19,1.0,27.69,9.8,16.99,7.19,3,2025
53678,Nugget Liquido Black Gt33%60Ml,8.27,17.39,9.12,5.0,41.34,41.36,86.95,45.59,3,2025
281,Nugget Brown Folder 36G,7.0,14.99,7.99,1.0,42.15,7.0,14.99,7.99,3,2025
280,Nugget Black Folder 36G,6.11,14.99,8.88,12.0,44.52,73.37,179.88,106.51,3,2025
12622,Nuggets Sadia Fran. C/ That 300G,4.2,9.99,5.79,2.0,42.79,8.4,19.98,11.58,3,2025
14479,Nuggets Sadia Frg Trad 300G,4.98,9.99,5.01,7.0,38.26,34.87,69.93,35.06,3,2025
80255,Odor Ambient/Fabric Fabric Algodao,13.14,32.99,19.85,1.0,52.29,13.14,32.99,19.85,3,2025
80253,Odor Environment/Fabric Flower Flower Lav 2,13.14,32.99,19.85,1.0,52.29,13.14,32.99,19.85,3,2025
80052,Odoriz Aer Pure House Aquamarine 400Ml,6.3,13.99,7.69,3.0,42.99,18.9,41.97,23.07,3,2025
78722,Odoriz Aer Pura House Lavender 400Ml,7.14,13.99,6.85,1.0,42.67,7.14,13.99,6.85,3,2025
73026,Odoriz Glade Aer Floral Aguas 360Ml,10.63,19.99,9.36,1.0,40.26,10.63,19.99,9.36,3,2025
63997,Odoriz Glade Aer Fruits And Flowers Offer And,10.63,19.99,9.36,1.0,40.26,10.63,19.99,9.36,3,2025
56674,Odoriz Glade Aer Lavender 360Ml,8.93,19.99,11.06,5.0,44.87,44.65,99.95,55.3,3,2025
59182,Odoriz Glade Aer Remember Children'S 360Ml,8.15,17.99,9.84,6.0,42.67,48.89,107.94,59.05,3,2025
82032,Odoriz Tissues Tropical Lavender Aromas,7.54,15.99,8.45,3.0,46.4,22.62,47.97,25.35,3,2025
69167,Odoriz Tropical Orchid Tissues Aromas 5,7.54,15.99,8.45,1.0,46.4,7.54,15.99,8.45,3,2025
18305,Lavender Peroba Oil 200Ml,8.87,21.99,13.12,2.0,45.13,17.74,43.98,26.24,3,2025
327,100Ml Traditional Peroba Oil,5.04,11.99,6.95,3.0,42.87,15.11,35.97,20.86,3,2025
14682,Zupp Oil Lavender 120Ml,3.78,9.49,5.71,1.0,46.43,3.78,9.49,5.71,3,2025
14165,Oil Zupp Pine 120Ml,3.79,8.99,5.2,5.0,43.28,18.96,44.95,25.99,3,2025
81895,White Eggs Jatai Extra Large Type Ca,13.7,19.58,5.88,17.0,30.02,232.9,332.83,99.93,3,2025
17929,White Eggs Loyola Cart Pvc 30X1,19.0,27.99,8.99,2.0,32.12,38.0,55.98,17.98,3,2025
14199,Loyola Emb 12X1 White Eggs,8.5,12.5,4.0,156.0,32.02,1325.95,1950.45,624.5,3,2025
66744,White Eggs Loyola Ex Pvc Cart 20X1,13.2,15.34,2.14,536.0,13.94,7075.2,8221.66,1146.46,3,2025
53995,White Eggs Vitta Cart Pvc 30X1,19.68,28.02,8.34,403.0,29.77,7931.4,11293.19,3361.79,3,2025
54318,Vitta Emb 12X1 White Eggs,8.71,12.49,3.78,1296.0,30.26,11292.96,16191.98,4899.02,3,2025
69859,Cerradon 12X1 Hillbilly Eggs,12.72,18.01,5.29,50.0,29.4,635.8,900.6,264.8,3,2025
74429,Eggs Quail Josi Emb 30X1,4.5,7.99,3.49,89.0,43.69,400.5,711.26,310.76,3,2025
23464,Eggs Quail Rising Sun Embi 30X1,5.71,8.34,2.63,60.0,31.52,342.5,500.13,157.63,3,2025
14236,Red Loyola Eggs Cart Pvc 30X1,25.5,33.99,8.49,1.0,24.98,25.5,33.99,8.49,3,2025
68482,Red Eggs Vitta Grand Cart Pvc 20X1,17.88,24.99,7.11,35.0,28.45,625.8,874.65,248.85,3,2025
19692,Red Eggs Loyola Emb 12X1,9.87,14.0,4.13,65.0,29.51,641.36,909.86,268.5,3,2025
55592,Red Eggs Somai Northeast Emb 12X,6.83,12.99,6.16,58.0,35.87,396.14,753.42,357.28,3,2025
81990,Red Eggs Emb 12X1,9.86,13.92,4.06,97.0,29.19,956.04,1350.21,394.17,3,2025
53994,Vitta Emb 12X1 Red Eggs,9.87,13.99,4.12,89.0,29.47,878.19,1245.11,366.92,3,2025
53996,Red Eggs Vitta Tip Grd Pvc 30X1,23.15,33.99,10.84,30.0,31.88,694.6,1019.7,325.1,3,2025
67959,Extra Pvc Cart 20X1 Vitta Eggs,14.57,18.34,3.77,2695.0,20.57,39254.7,49423.12,10168.42,3,2025
36346,Cheese Stick F.Propria Kg,7.05,16.99,9.94,0.84,49.98,5.91,14.24,8.33,3,2025
82537,Colleinha Rice Carreteiro Cong Seara 3,10.25,21.99,11.74,2.0,42.47,20.5,43.98,23.48,3,2025
82538,Panelinha Hide Meat Moida Conga Sear,10.34,22.66,12.32,3.0,43.66,31.02,67.97,36.95,3,2025
82539,Fricol Chicken Congg Seara 3,10.25,21.99,11.74,4.0,42.47,40.99,87.96,46.97,3,2025
59600,Panettone F.Propria 400G,4.55,10.99,6.44,2.0,58.6,9.1,21.98,12.88,3,2025
77059,Bread Garlic Boua Traditional 300G,5.6,13.0,7.4,18.0,41.4,100.82,234.02,133.2,3,2025
68673,Bread Calabresa Clove 400G,4.78,9.47,4.69,50.0,31.36,238.9,473.5,234.6,3,2025
68799,Bread Garlic Spicy Cold 400G,4.78,10.66,5.88,61.0,39.04,291.46,650.39,358.93,3,2025
68189,Garlic Garlic Traditional 400G,4.78,9.92,5.14,82.0,34.45,391.8,813.18,421.38,3,2025
77406,Garlic Garlic Traditional And Spicy 400,5.25,9.85,4.6,44.0,34.03,231.0,433.56,202.56,3,2025
75347,Bread Garlic Lider Pepperoni Fresh 350G,4.26,9.16,4.9,99.0,36.69,422.14,907.01,484.87,3,2025
75346,Bread Garlic Spicy Lend Fresh 350G,4.26,9.36,5.1,51.0,38.05,217.46,477.49,260.03,3,2025
75345,Garlic Garlic Traditional In Natura 350,4.26,9.45,5.19,132.0,38.61,562.85,1247.18,684.33,3,2025
69157,Bread Garlic Bread Our Trad W/Refrigera 400G,4.84,9.99,5.15,9.0,40.04,43.52,89.91,46.39,3,2025
24671,Pao Careca F.Propria Kg,4.6,20.0,15.4,1.0,77.0,4.6,20.0,15.4,3,2025
54215,Bread Balm Peq F.Propria Kg,4.05,16.99,12.94,12.64,76.16,51.21,214.79,163.58,3,2025
24923,Pao Homemade F.Propria Kg,4.5,16.77,12.27,22.92,73.17,103.12,384.31,281.19,3,2025
60680,Gingilim Bread F.Propria Kg,10.42,26.49,16.07,1.4,60.66,14.63,37.19,22.56,3,2025
24835,Corn Bread F.Propria Kg,4.6,13.3,8.7,45.77,65.42,210.56,608.83,398.27,3,2025
82678,Gold 700G Cheese Bread,5.29,10.99,5.7,453.0,41.04,2397.82,4979.14,2581.32,3,2025
74693,Congrado Do Cerrado Cheese Bread,7.35,13.99,6.64,212.0,35.68,1558.41,2966.48,1408.07,3,2025
74608,Gde Kitandas Cerrado Chees Cheese K,8.82,30.21,21.39,114.22,60.28,1007.52,3450.87,2443.35,3,2025
74607,Peq Kitanda Do Cerrado Cheese Bread K,9.8,29.88,20.08,133.12,59.83,1304.72,3977.16,2672.44,3,2025
8498,Bread Of Home Bisnaguinha 300G,4.75,8.94,4.19,11.0,41.31,52.21,98.37,46.16,3,2025
20708,Bread Of The 300G,4.7,8.99,4.29,24.0,41.63,112.85,215.76,102.91,3,2025
8500,400G Home Bread,4.7,8.99,4.29,92.0,41.64,432.59,827.08,394.49,3,2025
8503,Bread Of Home Hamburguer 500G,4.7,8.99,4.29,41.0,41.63,192.82,368.59,175.77,3,2025
8502,Hot Dog 400G Bread,4.7,8.99,4.29,72.0,41.64,338.53,647.28,308.75,3,2025
8501,Bread Of Full Light 400G,4.7,8.99,4.29,79.0,41.63,371.49,710.13,338.64,3,2025
53781,Pao F.Propria W/Mozzarela Kg,5.33,20.0,14.67,5.17,73.35,27.55,103.38,75.83,3,2025
74506,Bread Form Bauducco Trad 390G,4.04,9.02,4.98,106.0,39.05,428.53,956.43,527.9,3,2025
24668,French Bread Kg,8.35,14.81,6.46,5043.88,41.18,42137.17,74693.84,32556.67,3,2025
24833,Pao Mandi F.Propria Kg,3.8,19.99,16.19,308.83,80.99,1173.55,6174.51,5000.96,3,2025
55172,Pao Nutrella 14 Graos Vitta 450G,8.97,18.99,10.02,4.0,41.5,35.89,75.96,40.07,3,2025
55173,Bread Nutrella Fruits Graos Cast 500G,8.97,18.99,10.02,16.0,41.5,143.56,303.84,160.28,3,2025
55222,Bread Nutrella Graos And Brown Int 450G,8.97,18.99,10.02,8.0,41.5,71.78,151.92,80.14,3,2025
66857,Pao Nutrella Supreme 100% Integral 450,8.97,17.99,9.02,4.0,38.24,35.89,71.96,36.07,3,2025
55170,Pao Pullman 12 Gros 52% Integral 450G,8.19,17.99,9.8,7.0,43.64,57.32,125.93,68.61,3,2025
55165,Pao Pullman Artesano 500G,7.35,15.99,8.64,8.0,43.09,58.8,127.92,69.12,3,2025
59291,Pao Pullman Integral 500G,7.63,15.99,8.36,15.0,40.96,114.41,239.85,125.44,3,2025
66144,Pao Pullman Artesano On The 500G Plate,7.62,15.99,8.36,12.0,40.96,91.5,191.88,100.38,3,2025
77240,Pao Pullman Artesano Tube 300G,5.88,11.99,6.11,2.0,39.28,11.76,23.98,12.22,3,2025
77122,Pao Pullman Artesan Tube On Plate 3,5.88,11.99,6.11,4.0,39.28,23.53,47.96,24.43,3,2025
55166,Pao Pullman Bisnaguito Trad. 300G,5.25,10.99,5.74,242.0,40.9,1269.82,2660.34,1390.52,3,2025
55163,Pao Pullman Traditional Form 480G,5.63,11.13,5.5,447.0,37.37,2517.06,4975.9,2458.84,3,2025
64334,Pullman Bug Graos And 450G Nuts,8.19,16.99,8.8,7.0,40.32,57.32,118.93,61.61,3,2025
62976,Bread Pullman Hammbuer Brioche 520G,7.51,14.99,7.48,12.0,37.96,90.12,179.88,89.76,3,2025
60224,Pao Pullman Hambuguer With Geng 420G,7.51,15.99,8.48,7.0,41.84,52.57,111.93,59.36,3,2025
55169,Pao Pullman Integral 480G,6.38,12.99,6.61,18.0,39.18,114.84,233.82,118.98,3,2025
57495,Pao Pullman S/Casc Trad 450G,8.67,18.99,10.32,6.0,43.44,52.04,113.94,61.9,3,2025
55168,Pao Pullman Zero 12 Gros 350G,7.18,15.99,8.81,13.0,44.4,93.34,207.87,114.53,3,2025
47467,Pao King Integral Form Light 450G,4.69,10.49,5.8,38.0,39.17,178.26,398.62,220.36,3,2025
8409,Bread King Biscaguinha 300G,4.37,9.54,5.17,104.0,37.7,454.32,991.96,537.64,3,2025
47783,Bread King Brioche 300G,4.29,9.49,5.2,6.0,38.53,25.72,56.94,31.22,3,2025
8407,Bread King Of Milk Shape 450G,4.74,10.65,5.91,172.0,39.43,815.19,1831.05,1015.86,3,2025
22327,Bread King Of Corn 300Gr,4.36,9.99,5.63,8.0,40.57,34.91,79.92,45.01,3,2025
8406,Bread King Integral Form 450G,4.72,10.43,5.71,75.0,38.38,354.31,782.25,427.94,3,2025
8408,Bread King Traditional Form 450G,3.8,9.12,5.32,536.0,43.4,2034.24,4888.53,2854.29,3,2025
15880,Pao Rei Hamburguer 600G,5.51,12.59,7.08,30.0,40.43,165.39,377.7,212.31,3,2025
8411,Pao Rei Hot Dog 600G,5.3,12.31,7.01,121.0,41.46,641.05,1489.79,848.74,3,2025
9008,Bread Traditional Zafita 230G,6.62,15.49,8.87,3.0,41.9,19.85,46.47,26.62,3,2025
54226,Bread Sovada Nul Kg,12.08,29.9,17.82,16.91,59.6,204.27,505.63,301.36,3,2025
77589,Pao Visconti Integral Form 400G,4.74,11.29,6.55,42.0,42.89,199.11,474.29,275.18,3,2025
70028,Bread Visconti Trad 400G Form,3.87,7.32,3.45,246.0,28.05,952.77,1801.3,848.53,3,2025
75766,Floral Floral Sanit Sanit Adhes,3.12,6.99,3.87,3.0,39.2,9.37,20.97,11.6,3,2025
75767,Sanit Lavender Sanit Adhes,3.12,6.99,3.87,6.0,39.2,18.74,41.94,23.2,3,2025
80278,Floral Adhesive Sanit Pad Aromasil 1,0.84,2.29,1.45,2.0,54.54,1.68,4.58,2.9,3,2025
33195,Paddles Duck Lavender,4.98,10.99,6.01,11.0,43.86,54.81,120.89,66.08,3,2025
80279,Lav Aromasil 10G Adhesive Sanit Pad,0.84,2.29,1.45,2.0,54.54,1.68,4.58,2.9,3,2025
53476,Sanit Sanear Zupp Brisa 3Un,2.93,6.99,4.06,5.0,42.92,14.67,34.95,20.28,3,2025
82546,Pate Of Tuna Coqueiro Olive 170G,4.62,10.99,6.37,3.0,42.78,13.87,32.97,19.1,3,2025
82552,Pate Of Traditional Coconut Tuna 170G,4.88,10.99,6.11,4.0,41.03,19.53,43.96,24.43,3,2025
16014,Citrus Sanitary Pad Pato,4.98,10.99,6.01,1.0,43.86,4.98,10.99,6.01,3,2025
58840,Kg Chicken Pe,4.1,6.5,2.4,550.95,28.29,2260.47,3581.9,1321.43,3,2025
24733,Pe Sound Salgado Vacuo Kg,8.07,22.99,14.92,10.94,60.11,88.24,251.42,163.18,3,2025
64590,Sanit Stone Glade Bosque Pinho 25G 25% D,2.38,4.99,2.61,1.0,40.88,2.38,4.99,2.61,3,2025
55611,Sanit Stone Glade Bouq De Lav 25% Disco,2.42,4.99,2.57,2.0,39.88,4.85,9.98,5.13,3,2025
82554,Sanit Stone Pato Lavender 25%Desa 25G,2.43,5.49,3.06,4.0,45.17,9.72,21.96,12.24,3,2025
20155,Mixed Polytrix Sanit Stone 25G,0.93,2.69,1.76,510.0,53.02,473.84,1372.36,898.52,3,2025
13301,Floral Sanit Stone 35G,1.62,3.99,2.37,2.0,52.26,3.24,7.98,4.74,3,2025
13299,Sanit Stone Zupp Marine 35G,1.62,4.01,2.39,6.0,52.53,9.71,24.08,14.37,3,2025
24576,Chicken Breast Chicken Kg,9.72,14.19,4.47,1844.55,22.13,17937.26,26176.81,8239.55,3,2025
57979,Shredded Frg Breast Sup Chicken 400G,9.19,16.29,7.1,10.0,30.35,91.9,162.9,71.0,3,2025
52384,Peru Breast Def Sadia Peca/Pedaco Kg,33.83,60.99,27.16,1.11,31.34,37.48,67.58,30.1,3,2025
74677,Peru'S Chest Chest Kg,32.64,57.99,25.35,0.17,30.37,5.68,10.09,4.41,3,2025
42553,Peru Breast Def Sadia Cepr Fat Kg,32.71,68.92,36.21,15.73,41.24,514.47,1083.88,569.41,3,2025
38803,Smoked Peru Breast Seara Fat Kg,38.96,70.0,31.04,1.9,31.09,73.87,132.72,58.85,3,2025
80887,Chest Chicken Temp Coz Ill Sadia 4,11.02,25.99,14.97,2.0,47.66,22.04,51.98,29.94,3,2025
30773,Fish Bearded Bdj 700G,19.65,34.99,15.34,5.0,36.18,98.25,174.95,76.7,3,2025
70438,Copacol Tilapia Fish Posts 800G,16.45,28.99,12.54,2.0,35.5,32.91,57.98,25.07,3,2025
81609,Piramutaba File Fish Prime Pescados K,24.2,39.99,15.79,7.48,31.23,181.06,299.21,118.15,3,2025
64069,Fish Fish Of Tilapia Fricenter Band 400,20.2,29.99,9.79,15.0,32.64,303.0,449.85,146.85,3,2025
40644,Fish File Mapara Bdj 500G,14.92,23.99,9.07,8.0,29.35,119.33,191.92,72.59,3,2025
41059,Fish File Merluza Bdj 500G,16.71,29.99,13.28,12.0,36.81,200.49,359.88,159.39,3,2025
30774,Fish Jau Bdj 700G,18.42,31.49,13.07,2.0,33.53,36.84,62.98,26.14,3,2025
29395,Fish Lambari Bdj 500G,16.24,27.69,11.45,3.0,33.37,48.71,83.07,34.36,3,2025
27519,Mandira Fish 700G,12.29,19.03,6.74,21.0,26.81,257.99,399.66,141.67,3,2025
